average value,vertical variance,horizonal variance,ratio as 2,target
327.6785714,670919.3554,794542.4875,0.714,0
327.6785714,670919.3554,794542.4875,0.714,0
327.6785714,670919.3554,794542.4875,0.714,0
327.6785714,670919.3554,794542.4875,0.714,0
327.3571429,654815.6529,794837.41,0.75,0
327.3571429,654815.6529,794837.41,0.75,0
327.3571429,654815.6529,794837.41,0.75,0
327.3571429,654815.6529,794837.41,0.75,0
327.3571429,654815.6529,794837.41,0.75,0
327.3571429,654815.6529,794837.41,0.75,0
327.3571429,654815.6529,794837.41,0.75,0
327.3571429,654815.6529,794837.41,0.75,0
327.3571429,654815.6529,794837.41,0.75,0
327.3571429,654815.6529,794837.41,0.75,0
327.3571429,654815.6529,794837.41,0.75,0
327.3571429,654815.6529,794837.41,0.75,0
327.3571429,654815.6529,794837.41,0.75,0
325.3928571,688840.1983,798357.4475,0.75,0
325.3928571,688840.1983,798357.4475,0.75,0
325.3928571,688840.1983,798357.4475,0.75,0
325.3928571,688840.1983,798357.4475,0.75,0
325.3928571,688840.1983,798357.4475,0.75,0
325.3928571,688840.1983,798357.4475,0.75,0
325.3928571,688840.1983,798357.4475,0.75,0
325.3928571,688840.1983,798357.4475,0.75,0
325.3928571,688840.1983,798357.4475,0.75,0
325.3928571,688840.1983,798357.4475,0.75,0
325.3928571,688840.1983,798357.4475,0.75,0
325.3928571,688840.1983,798357.4475,0.75,0
325.3928571,688840.1983,798357.4475,0.75,0
336.5185185,654379.6364,790231.71,0.741,0
336.5185185,654379.6364,790231.71,0.741,0
336.5185185,654379.6364,790231.71,0.741,0
336.5185185,654379.6364,790231.71,0.741,0
336.5185185,654379.6364,790231.71,0.741,0
336.5185185,654379.6364,790231.71,0.741,0
336.5185185,654379.6364,790231.71,0.741,0
336.5185185,654379.6364,790231.71,0.741,0
336.5185185,654379.6364,790231.71,0.741,0
336.5185185,654379.6364,790231.71,0.741,0
336.5185185,654379.6364,790231.71,0.741,0
336.5185185,654379.6364,790231.71,0.741,0
336.5185185,654379.6364,790231.71,0.741,0
345.3076923,662546.3306,791668.49,0.769,0
345.3076923,662546.3306,791668.49,0.769,0
345.3076923,662546.3306,791668.49,0.769,0
345.3076923,662546.3306,791668.49,0.769,0
345.3076923,662546.3306,791668.49,0.769,0
345.3076923,662546.3306,791668.49,0.769,0
345.3076923,662546.3306,791668.49,0.769,0
345.3076923,662546.3306,791668.49,0.769,0
345.3076923,662546.3306,791668.49,0.769,0
345.3076923,662546.3306,791668.49,0.769,0
345.3076923,662546.3306,791668.49,0.769,0
345.3076923,662546.3306,791668.49,0.769,0
345.3076923,662546.3306,791668.49,0.769,0
345.4230769,663560.6116,793070.1475,0.769,0
345.4230769,663560.6116,793070.1475,0.769,0
345.4230769,663560.6116,793070.1475,0.769,0
345.4230769,663560.6116,793070.1475,0.769,0
345.4230769,663560.6116,793070.1475,0.769,0
345.4230769,663560.6116,793070.1475,0.769,0
345.4230769,663560.6116,793070.1475,0.769,0
345.4230769,663560.6116,793070.1475,0.769,0
345.4230769,663560.6116,793070.1475,0.769,0
345.4230769,663560.6116,793070.1475,0.769,0
345.4230769,663560.6116,793070.1475,0.769,0
345.4230769,663560.6116,793070.1475,0.769,0
345.4230769,663560.6116,793070.1475,0.769,0
337.2592593,652988.876,797695.51,0.741,0
337.2592593,652988.876,797695.51,0.741,0
337.2592593,652988.876,797695.51,0.741,0
337.2592593,652988.876,797695.51,0.741,0
337.2592593,652988.876,797695.51,0.741,0
337.2592593,652988.876,797695.51,0.741,0
337.2592593,652988.876,797695.51,0.741,0
337.2592593,652988.876,797695.51,0.741,0
337.2592593,652988.876,797695.51,0.741,0
337.2592593,652988.876,797695.51,0.741,0
337.2592593,652988.876,797695.51,0.741,0
337.2592593,652988.876,797695.51,0.741,0
337.2592593,652988.876,797695.51,0.741,0
327,666624.9587,793968.66,0.714,0
327,666624.9587,793968.66,0.714,0
327,666624.9587,793968.66,0.714,0
327,666624.9587,793968.66,0.714,0
327,666624.9587,793968.66,0.714,0
327,666624.9587,793968.66,0.714,0
327,666624.9587,793968.66,0.714,0
327,666624.9587,793968.66,0.714,0
327,666624.9587,793968.66,0.714,0
327,666624.9587,793968.66,0.714,0
327,666624.9587,793968.66,0.714,0
327,666624.9587,793968.66,0.714,0
327,666624.9587,793968.66,0.714,0
343.3461538,655387.157,781647.2275,0.769,0
343.3461538,655387.157,781647.2275,0.769,0
343.3461538,655387.157,781647.2275,0.769,0
343.3461538,655387.157,781647.2275,0.769,0
343.3461538,655387.157,781647.2275,0.769,0
343.3461538,655387.157,781647.2275,0.769,0
343.3461538,655387.157,781647.2275,0.769,0
343.3461538,655387.157,781647.2275,0.769,0
343.3461538,655387.157,781647.2275,0.769,0
343.3461538,655387.157,781647.2275,0.769,0
343.3461538,655387.157,781647.2275,0.769,0
343.3461538,655387.157,781647.2275,0.769,0
343.3461538,655387.157,781647.2275,0.769,0
343.1923077,658971.4215,782891.8275,0.769,0
343.1923077,658971.4215,782891.8275,0.769,0
343.1923077,658971.4215,782891.8275,0.769,0
343.1923077,658971.4215,782891.8275,0.769,0
343.1923077,658971.4215,782891.8275,0.769,0
343.1923077,658971.4215,782891.8275,0.769,0
343.1923077,658971.4215,782891.8275,0.769,0
343.1923077,658971.4215,782891.8275,0.769,0
343.1923077,658971.4215,782891.8275,0.769,0
343.1923077,658971.4215,782891.8275,0.769,0
343.1923077,658971.4215,782891.8275,0.769,0
343.1923077,658971.4215,782891.8275,0.769,0
343.1923077,658971.4215,782891.8275,0.769,0
343.1923077,658971.4215,782891.8275,0.769,0
333.7777778,643496.0165,785770.34,0.741,0
333.7777778,643496.0165,785770.34,0.741,0
333.7777778,643496.0165,785770.34,0.741,0
333.7777778,643496.0165,785770.34,0.741,0
333.7777778,643496.0165,785770.34,0.741,0
333.7777778,643496.0165,785770.34,0.741,0
333.7777778,643496.0165,785770.34,0.741,0
333.7777778,643496.0165,785770.34,0.741,0
333.7777778,643496.0165,785770.34,0.741,0
333.7777778,643496.0165,785770.34,0.741,0
333.7777778,643496.0165,785770.34,0.741,0
333.7777778,643496.0165,785770.34,0.741,0
333.7777778,643496.0165,785770.34,0.741,0
334.8888889,648535.6364,790136.99,0.741,0
334.8888889,648535.6364,790136.99,0.741,0
334.8888889,648535.6364,790136.99,0.741,0
334.8888889,648535.6364,790136.99,0.741,0
334.8888889,648535.6364,790136.99,0.741,0
334.8888889,648535.6364,790136.99,0.741,0
334.8888889,648535.6364,790136.99,0.741,0
334.8888889,648535.6364,790136.99,0.741,0
334.8888889,648535.6364,790136.99,0.741,0
334.8888889,648535.6364,790136.99,0.741,0
334.8888889,648535.6364,790136.99,0.741,0
334.8888889,648535.6364,790136.99,0.741,0
334.8888889,648535.6364,790136.99,0.741,0
334.1111111,647999.5372,788693.2475,0.741,0
334.1111111,647999.5372,788693.2475,0.741,0
334.1111111,647999.5372,788693.2475,0.741,0
334.1111111,647999.5372,788693.2475,0.741,0
334.1111111,647999.5372,788693.2475,0.741,0
334.1111111,647999.5372,788693.2475,0.741,0
334.1111111,647999.5372,788693.2475,0.741,0
334.1111111,647999.5372,788693.2475,0.741,0
334.1111111,647999.5372,788693.2475,0.741,0
334.1111111,647999.5372,788693.2475,0.741,0
334.1111111,647999.5372,788693.2475,0.741,0
334.1111111,647999.5372,788693.2475,0.741,0
334.1111111,647999.5372,788693.2475,0.741,0
342.3076923,638370.9917,783365.8,0.731,0
342.3076923,638370.9917,783365.8,0.731,0
342.3076923,638370.9917,783365.8,0.731,0
342.3076923,638370.9917,783365.8,0.731,0
342.3076923,638370.9917,783365.8,0.731,0
342.3076923,638370.9917,783365.8,0.731,0
342.3076923,638370.9917,783365.8,0.731,0
342.3076923,638370.9917,783365.8,0.731,0
342.3076923,638370.9917,783365.8,0.731,0
342.3076923,638370.9917,783365.8,0.731,0
342.3076923,638370.9917,783365.8,0.731,0
342.3076923,638370.9917,783365.8,0.731,0
342.3076923,638370.9917,783365.8,0.731,0
334.037037,650154.8099,784782.6475,0.741,0
334.037037,650154.8099,784782.6475,0.741,0
334.037037,650154.8099,784782.6475,0.741,0
334.037037,650154.8099,784782.6475,0.741,0
334.037037,650154.8099,784782.6475,0.741,0
334.037037,650154.8099,784782.6475,0.741,0
334.037037,650154.8099,784782.6475,0.741,0
334.037037,650154.8099,784782.6475,0.741,0
334.037037,650154.8099,784782.6475,0.741,0
334.037037,650154.8099,784782.6475,0.741,0
334.037037,650154.8099,784782.6475,0.741,0
334.037037,650154.8099,784782.6475,0.741,0
334.037037,650154.8099,784782.6475,0.741,0
332,641230.4463,768021.96,0.741,0
332,641230.4463,768021.96,0.741,0
332,641230.4463,768021.96,0.741,0
332,641230.4463,768021.96,0.741,0
332,641230.4463,768021.96,0.741,0
332,641230.4463,768021.96,0.741,0
332,641230.4463,768021.96,0.741,0
332,641230.4463,768021.96,0.741,0
332,641230.4463,768021.96,0.741,0
332,641230.4463,768021.96,0.741,0
332,641230.4463,768021.96,0.741,0
332,641230.4463,768021.96,0.741,0
332,641230.4463,768021.96,0.741,0
330.5555556,639157.5041,762652.5875,0.741,0
330.5555556,639157.5041,762652.5875,0.741,0
330.5555556,639157.5041,762652.5875,0.741,0
330.5555556,639157.5041,762652.5875,0.741,0
330.5555556,639157.5041,762652.5875,0.741,0
330.5555556,639157.5041,762652.5875,0.741,0
330.5555556,639157.5041,762652.5875,0.741,0
330.5555556,639157.5041,762652.5875,0.741,0
330.5555556,639157.5041,762652.5875,0.741,0
330.5555556,639157.5041,762652.5875,0.741,0
330.5555556,639157.5041,762652.5875,0.741,0
330.5555556,639157.5041,762652.5875,0.741,0
330.5555556,639157.5041,762652.5875,0.741,0
341.3076923,650180.562,764558.21,0.769,0
341.3076923,650180.562,764558.21,0.769,0
341.3076923,650180.562,764558.21,0.769,0
341.3076923,650180.562,764558.21,0.769,0
341.3076923,650180.562,764558.21,0.769,0
341.3076923,650180.562,764558.21,0.769,0
341.3076923,650180.562,764558.21,0.769,0
341.3076923,650180.562,764558.21,0.769,0
341.3076923,650180.562,764558.21,0.769,0
341.3076923,650180.562,764558.21,0.769,0
341.3076923,650180.562,764558.21,0.769,0
341.3076923,650180.562,764558.21,0.769,0
341.3076923,650180.562,764558.21,0.769,0
340.7692308,648501.5207,758907.9,0.769,0
340.7692308,648501.5207,758907.9,0.769,0
340.7692308,648501.5207,758907.9,0.769,0
340.7692308,648501.5207,758907.9,0.769,0
340.7692308,648501.5207,758907.9,0.769,0
340.7692308,648501.5207,758907.9,0.769,0
340.7692308,648501.5207,758907.9,0.769,0
340.7692308,648501.5207,758907.9,0.769,0
340.7692308,648501.5207,758907.9,0.769,0
340.7692308,648501.5207,758907.9,0.769,0
340.7692308,648501.5207,758907.9,0.769,0
340.7692308,648501.5207,758907.9,0.769,0
340.7692308,648501.5207,758907.9,0.769,0
341,651860.3636,763128.71,0.769,0
341,651860.3636,763128.71,0.769,0
341,651860.3636,763128.71,0.769,0
341,651860.3636,763128.71,0.769,0
341,651860.3636,763128.71,0.769,0
341,651860.3636,763128.71,0.769,0
341,651860.3636,763128.71,0.769,0
341,651860.3636,763128.71,0.769,0
341,651860.3636,763128.71,0.769,0
341,651860.3636,763128.71,0.769,0
341,651860.3636,763128.71,0.769,0
341,651860.3636,763128.71,0.769,0
341,651860.3636,763128.71,0.769,0
342.1538462,652880.0165,765536.86,0.769,0
342.1538462,652880.0165,765536.86,0.769,0
342.1538462,652880.0165,765536.86,0.769,0
342.1538462,652880.0165,765536.86,0.769,0
342.1538462,652880.0165,765536.86,0.769,0
342.1538462,652880.0165,765536.86,0.769,0
342.1538462,652880.0165,765536.86,0.769,0
342.1538462,652880.0165,765536.86,0.769,0
342.1538462,652880.0165,765536.86,0.769,0
342.1538462,652880.0165,765536.86,0.769,0
342.1538462,652880.0165,765536.86,0.769,0
342.1538462,652880.0165,765536.86,0.769,0
342.1538462,652880.0165,765536.86,0.769,0
349.8,665273.4545,741959.3875,0.76,0
349.8,665273.4545,741959.3875,0.76,0
349.8,665273.4545,741959.3875,0.76,0
349.8,665273.4545,741959.3875,0.76,0
349.8,665273.4545,741959.3875,0.76,0
349.8,665273.4545,741959.3875,0.76,0
349.8,665273.4545,741959.3875,0.76,0
349.8,665273.4545,741959.3875,0.76,0
349.8,665273.4545,741959.3875,0.76,0
349.8,665273.4545,741959.3875,0.76,0
349.8,665273.4545,741959.3875,0.76,0
349.8,665273.4545,741959.3875,0.76,0
349.8,665273.4545,741959.3875,0.76,0
331.7777778,642672.0496,767947.09,0.741,0
331.7777778,642672.0496,767947.09,0.741,0
331.7777778,642672.0496,767947.09,0.741,0
331.7777778,642672.0496,767947.09,0.741,0
331.7777778,642672.0496,767947.09,0.741,0
331.7777778,642672.0496,767947.09,0.741,0
331.7777778,642672.0496,767947.09,0.741,0
331.7777778,642672.0496,767947.09,0.741,0
331.7777778,642672.0496,767947.09,0.741,0
331.7777778,642672.0496,767947.09,0.741,0
331.7777778,642672.0496,767947.09,0.741,0
331.7777778,642672.0496,767947.09,0.741,0
331.7777778,642672.0496,767947.09,0.741,0
340.5384615,645370.0826,759933.91,0.769,0
340.5384615,645370.0826,759933.91,0.769,0
340.5384615,645370.0826,759933.91,0.769,0
340.5384615,645370.0826,759933.91,0.769,0
340.5384615,645370.0826,759933.91,0.769,0
340.5384615,645370.0826,759933.91,0.769,0
340.5384615,645370.0826,759933.91,0.769,0
340.5384615,645370.0826,759933.91,0.769,0
340.5384615,645370.0826,759933.91,0.769,0
340.5384615,645370.0826,759933.91,0.769,0
340.5384615,645370.0826,759933.91,0.769,0
340.5384615,645370.0826,759933.91,0.769,0
340.5384615,645370.0826,759933.91,0.769,0
349.8,660020.5455,740694.1875,0.76,0
349.8,660020.5455,740694.1875,0.76,0
349.8,660020.5455,740694.1875,0.76,0
349.8,660020.5455,740694.1875,0.76,0
349.8,660020.5455,740694.1875,0.76,0
349.8,660020.5455,740694.1875,0.76,0
349.8,660020.5455,740694.1875,0.76,0
349.8,660020.5455,740694.1875,0.76,0
349.8,660020.5455,740694.1875,0.76,0
349.8,660020.5455,740694.1875,0.76,0
349.8,660020.5455,740694.1875,0.76,0
349.8,660020.5455,740694.1875,0.76,0
349.8,660020.5455,740694.1875,0.76,0
349.8,660020.5455,740694.1875,0.76,0
341.5384615,654293.1074,763136.7,0.769,0
341.5384615,654293.1074,763136.7,0.769,0
341.5384615,654293.1074,763136.7,0.769,0
341.5384615,654293.1074,763136.7,0.769,0
341.5384615,654293.1074,763136.7,0.769,0
341.5384615,654293.1074,763136.7,0.769,0
341.5384615,654293.1074,763136.7,0.769,0
341.5384615,654293.1074,763136.7,0.769,0
341.5384615,654293.1074,763136.7,0.769,0
341.5384615,654293.1074,763136.7,0.769,0
341.5384615,654293.1074,763136.7,0.769,0
341.5384615,654293.1074,763136.7,0.769,0
340.6923077,649857.8347,757542.39,0.769,0
340.6923077,649857.8347,757542.39,0.769,0
340.6923077,649857.8347,757542.39,0.769,0
340.6923077,649857.8347,757542.39,0.769,0
340.6923077,649857.8347,757542.39,0.769,0
340.6923077,649857.8347,757542.39,0.769,0
340.6923077,649857.8347,757542.39,0.769,0
340.6923077,649857.8347,757542.39,0.769,0
340.6923077,649857.8347,757542.39,0.769,0
340.6923077,649857.8347,757542.39,0.769,0
340.6923077,649857.8347,757542.39,0.769,0
340.6923077,649857.8347,757542.39,0.769,0
340.6923077,649857.8347,757542.39,0.769,0
331.8888889,639511.1405,766489.4475,0.741,0
331.8888889,639511.1405,766489.4475,0.741,0
331.8888889,639511.1405,766489.4475,0.741,0
331.8888889,639511.1405,766489.4475,0.741,0
331.8888889,639511.1405,766489.4475,0.741,0
331.8888889,639511.1405,766489.4475,0.741,0
331.8888889,639511.1405,766489.4475,0.741,0
331.8888889,639511.1405,766489.4475,0.741,0
331.8888889,639511.1405,766489.4475,0.741,0
331.8888889,639511.1405,766489.4475,0.741,0
331.8888889,639511.1405,766489.4475,0.741,0
331.8888889,639511.1405,766489.4475,0.741,0
331.8888889,639511.1405,766489.4475,0.741,0
337.4230769,653466.6116,760010.9275,0.769,0
337.4230769,653466.6116,760010.9275,0.769,0
337.4230769,653466.6116,760010.9275,0.769,0
337.4230769,653466.6116,760010.9275,0.769,0
337.4230769,653466.6116,760010.9275,0.769,0
337.4230769,653466.6116,760010.9275,0.769,0
337.4230769,653466.6116,760010.9275,0.769,0
337.4230769,653466.6116,760010.9275,0.769,0
337.4230769,653466.6116,760010.9275,0.769,0
337.4230769,653466.6116,760010.9275,0.769,0
337.4230769,653466.6116,760010.9275,0.769,0
337.4230769,653466.6116,760010.9275,0.769,0
337.4230769,653466.6116,760010.9275,0.769,0
337.4230769,653466.6116,760010.9275,0.769,0
340.5769231,651751.0909,761114.7875,0.769,0
340.5769231,651751.0909,761114.7875,0.769,0
340.5769231,651751.0909,761114.7875,0.769,0
340.5769231,651751.0909,761114.7875,0.769,0
340.5769231,651751.0909,761114.7875,0.769,0
340.5769231,651751.0909,761114.7875,0.769,0
340.5769231,651751.0909,761114.7875,0.769,0
340.5769231,651751.0909,761114.7875,0.769,0
340.5769231,651751.0909,761114.7875,0.769,0
340.5769231,651751.0909,761114.7875,0.769,0
340.5769231,651751.0909,761114.7875,0.769,0
340.5769231,651751.0909,761114.7875,0.769,0
340.5769231,651751.0909,761114.7875,0.769,0
339.1923077,644472.9256,751894.7475,0.769,0
339.1923077,644472.9256,751894.7475,0.769,0
339.1923077,644472.9256,751894.7475,0.769,0
339.1923077,644472.9256,751894.7475,0.769,0
339.1923077,644472.9256,751894.7475,0.769,0
339.1923077,644472.9256,751894.7475,0.769,0
339.1923077,644472.9256,751894.7475,0.769,0
339.1923077,644472.9256,751894.7475,0.769,0
339.1923077,644472.9256,751894.7475,0.769,0
339.1923077,644472.9256,751894.7475,0.769,0
339.1923077,644472.9256,751894.7475,0.769,0
339.1923077,644472.9256,751894.7475,0.769,0
339.1923077,644472.9256,751894.7475,0.769,0
366.9565217,679430.9256,731294.7,0.783,0
366.9565217,679430.9256,731294.7,0.783,0
366.9565217,679430.9256,731294.7,0.783,0
366.9565217,679430.9256,731294.7,0.783,0
366.9565217,679430.9256,731294.7,0.783,0
366.9565217,679430.9256,731294.7,0.783,0
366.9565217,679430.9256,731294.7,0.783,0
366.9565217,679430.9256,731294.7,0.783,0
366.9565217,679430.9256,731294.7,0.783,0
366.9565217,679430.9256,731294.7,0.783,0
366.9565217,679430.9256,731294.7,0.783,0
366.9565217,679430.9256,731294.7,0.783,0
366.9565217,679430.9256,731294.7,0.783,0
340.2307692,650783.4215,757134.51,0.769,0
340.2307692,650783.4215,757134.51,0.769,0
340.2307692,650783.4215,757134.51,0.769,0
340.2307692,650783.4215,757134.51,0.769,0
340.2307692,650783.4215,757134.51,0.769,0
340.2307692,650783.4215,757134.51,0.769,0
340.2307692,650783.4215,757134.51,0.769,0
340.2307692,650783.4215,757134.51,0.769,0
340.2307692,650783.4215,757134.51,0.769,0
340.2307692,650783.4215,757134.51,0.769,0
340.2307692,650783.4215,757134.51,0.769,0
340.2307692,650783.4215,757134.51,0.769,0
340.2307692,650783.4215,757134.51,0.769,0
350.36,663623.4711,761237.1475,0.76,0
350.36,663623.4711,761237.1475,0.76,0
350.36,663623.4711,761237.1475,0.76,0
350.36,663623.4711,761237.1475,0.76,0
350.36,663623.4711,761237.1475,0.76,0
350.36,663623.4711,761237.1475,0.76,0
350.36,663623.4711,761237.1475,0.76,0
350.36,663623.4711,761237.1475,0.76,0
350.36,663623.4711,761237.1475,0.76,0
350.36,663623.4711,761237.1475,0.76,0
350.36,663623.4711,761237.1475,0.76,0
350.36,663623.4711,761237.1475,0.76,0
350.36,663623.4711,761237.1475,0.76,0
340.2307692,646083.6033,761804.81,0.769,0
340.2307692,646083.6033,761804.81,0.769,0
340.2307692,646083.6033,761804.81,0.769,0
340.2307692,646083.6033,761804.81,0.769,0
340.2307692,646083.6033,761804.81,0.769,0
340.2307692,646083.6033,761804.81,0.769,0
340.2307692,646083.6033,761804.81,0.769,0
340.2307692,646083.6033,761804.81,0.769,0
340.2307692,646083.6033,761804.81,0.769,0
340.2307692,646083.6033,761804.81,0.769,0
340.2307692,646083.6033,761804.81,0.769,0
340.2307692,646083.6033,761804.81,0.769,0
340.2307692,646083.6033,761804.81,0.769,0
334,648506.3306,770233.99,0.741,0
334,648506.3306,770233.99,0.741,0
334,648506.3306,770233.99,0.741,0
334,648506.3306,770233.99,0.741,0
334,648506.3306,770233.99,0.741,0
334,648506.3306,770233.99,0.741,0
334,648506.3306,770233.99,0.741,0
334,648506.3306,770233.99,0.741,0
334,648506.3306,770233.99,0.741,0
334,648506.3306,770233.99,0.741,0
334,648506.3306,770233.99,0.741,0
334,648506.3306,770233.99,0.741,0
334,648506.3306,770233.99,0.741,0
332.1851852,638647.8678,767277.4475,0.741,0
332.1851852,638647.8678,767277.4475,0.741,0
332.1851852,638647.8678,767277.4475,0.741,0
332.1851852,638647.8678,767277.4475,0.741,0
332.1851852,638647.8678,767277.4475,0.741,0
332.1851852,638647.8678,767277.4475,0.741,0
332.1851852,638647.8678,767277.4475,0.741,0
332.1851852,638647.8678,767277.4475,0.741,0
332.1851852,638647.8678,767277.4475,0.741,0
332.1851852,638647.8678,767277.4475,0.741,0
332.1851852,638647.8678,767277.4475,0.741,0
332.1851852,638647.8678,767277.4475,0.741,0
332.1851852,638647.8678,767277.4475,0.741,0
335.2222222,650179.7851,772816.6475,0.741,0
335.2222222,650179.7851,772816.6475,0.741,0
335.2222222,650179.7851,772816.6475,0.741,0
335.2222222,650179.7851,772816.6475,0.741,0
335.2222222,650179.7851,772816.6475,0.741,0
335.2222222,650179.7851,772816.6475,0.741,0
335.2222222,650179.7851,772816.6475,0.741,0
335.2222222,650179.7851,772816.6475,0.741,0
335.2222222,650179.7851,772816.6475,0.741,0
335.2222222,650179.7851,772816.6475,0.741,0
335.2222222,650179.7851,772816.6475,0.741,0
335.2222222,650179.7851,772816.6475,0.741,0
335.2222222,650179.7851,772816.6475,0.741,0
335.2222222,650179.7851,772816.6475,0.741,0
350.64,669725.9008,766517.11,0.76,0
350.64,669725.9008,766517.11,0.76,0
350.64,669725.9008,766517.11,0.76,0
350.64,669725.9008,766517.11,0.76,0
350.64,669725.9008,766517.11,0.76,0
350.64,669725.9008,766517.11,0.76,0
350.64,669725.9008,766517.11,0.76,0
350.64,669725.9008,766517.11,0.76,0
350.64,669725.9008,766517.11,0.76,0
350.64,669725.9008,766517.11,0.76,0
350.64,669725.9008,766517.11,0.76,0
350.64,669725.9008,766517.11,0.76,0
350.64,669725.9008,766517.11,0.76,0
336.037037,657643.6033,778854.3275,0.741,0
336.037037,657643.6033,778854.3275,0.741,0
336.037037,657643.6033,778854.3275,0.741,0
336.037037,657643.6033,778854.3275,0.741,0
336.037037,657643.6033,778854.3275,0.741,0
336.037037,657643.6033,778854.3275,0.741,0
336.037037,657643.6033,778854.3275,0.741,0
336.037037,657643.6033,778854.3275,0.741,0
336.037037,657643.6033,778854.3275,0.741,0
336.037037,657643.6033,778854.3275,0.741,0
336.037037,657643.6033,778854.3275,0.741,0
336.037037,657643.6033,778854.3275,0.741,0
336.037037,657643.6033,778854.3275,0.741,0
342.3461538,657974.876,767527.6475,0.769,0
342.3461538,657974.876,767527.6475,0.769,0
342.3461538,657974.876,767527.6475,0.769,0
342.3461538,657974.876,767527.6475,0.769,0
342.3461538,657974.876,767527.6475,0.769,0
342.3461538,657974.876,767527.6475,0.769,0
342.3461538,657974.876,767527.6475,0.769,0
342.3461538,657974.876,767527.6475,0.769,0
342.3461538,657974.876,767527.6475,0.769,0
342.3461538,657974.876,767527.6475,0.769,0
342.3461538,657974.876,767527.6475,0.769,0
342.3461538,657974.876,767527.6475,0.769,0
342.3461538,657974.876,767527.6475,0.769,0
342.3846154,666176.1983,775136.59,0.769,0
342.3846154,666176.1983,775136.59,0.769,0
342.3846154,666176.1983,775136.59,0.769,0
342.3846154,666176.1983,775136.59,0.769,0
342.3846154,666176.1983,775136.59,0.769,0
342.3846154,666176.1983,775136.59,0.769,0
342.3846154,666176.1983,775136.59,0.769,0
342.3846154,666176.1983,775136.59,0.769,0
342.3846154,666176.1983,775136.59,0.769,0
342.3846154,666176.1983,775136.59,0.769,0
342.3846154,666176.1983,775136.59,0.769,0
342.3846154,666176.1983,775136.59,0.769,0
342.3846154,666176.1983,775136.59,0.769,0
335.5925926,653942.0165,776468.0475,0.741,0
335.5925926,653942.0165,776468.0475,0.741,0
335.5925926,653942.0165,776468.0475,0.741,0
335.5925926,653942.0165,776468.0475,0.741,0
335.5925926,653942.0165,776468.0475,0.741,0
335.5925926,653942.0165,776468.0475,0.741,0
335.5925926,653942.0165,776468.0475,0.741,0
335.5925926,653942.0165,776468.0475,0.741,0
335.5925926,653942.0165,776468.0475,0.741,0
335.5925926,653942.0165,776468.0475,0.741,0
335.5925926,653942.0165,776468.0475,0.741,0
335.5925926,653942.0165,776468.0475,0.741,0
335.5925926,653942.0165,776468.0475,0.741,0
352.16,676372.4132,767948.76,0.76,0
352.16,676372.4132,767948.76,0.76,0
352.16,676372.4132,767948.76,0.76,0
352.16,676372.4132,767948.76,0.76,0
352.16,676372.4132,767948.76,0.76,0
352.16,676372.4132,767948.76,0.76,0
352.16,676372.4132,767948.76,0.76,0
352.16,676372.4132,767948.76,0.76,0
352.16,676372.4132,767948.76,0.76,0
352.16,676372.4132,767948.76,0.76,0
352.16,676372.4132,767948.76,0.76,0
352.16,676372.4132,767948.76,0.76,0
352.16,676372.4132,767948.76,0.76,0
343.8461538,664855.1074,765625,0.769,0
343.8461538,664855.1074,765625,0.769,0
343.8461538,664855.1074,765625,0.769,0
343.8461538,664855.1074,765625,0.769,0
343.8461538,664855.1074,765625,0.769,0
343.8461538,664855.1074,765625,0.769,0
343.8461538,664855.1074,765625,0.769,0
343.8461538,664855.1074,765625,0.769,0
244.3863636,1360777.157,187182.0275,0.409,1
244.3863636,1360777.157,187182.0275,0.409,1
244.3863636,1360777.157,187182.0275,0.409,1
244.3863636,1360777.157,187182.0275,0.409,1
244.3863636,1360777.157,187182.0275,0.409,1
244.3863636,1360777.157,187182.0275,0.409,1
244.3863636,1360777.157,187182.0275,0.409,1
244.3863636,1360777.157,187182.0275,0.409,1
244.3863636,1360777.157,187182.0275,0.409,1
244.3863636,1360777.157,187182.0275,0.409,1
248.1162791,1349107.901,191141.2475,0.442,1
248.1162791,1349107.901,191141.2475,0.442,1
248.1162791,1349107.901,191141.2475,0.442,1
248.1162791,1349107.901,191141.2475,0.442,1
248.1162791,1349107.901,191141.2475,0.442,1
248.1162791,1349107.901,191141.2475,0.442,1
248.1162791,1349107.901,191141.2475,0.442,1
248.1162791,1349107.901,191141.2475,0.442,1
248.1162791,1349107.901,191141.2475,0.442,1
248.1162791,1349107.901,191141.2475,0.442,1
248.1162791,1349107.901,191141.2475,0.442,1
248.1162791,1349107.901,191141.2475,0.442,1
248.1162791,1349107.901,191141.2475,0.442,1
237.9069767,983771.2727,198866.05,0.488,1
237.9069767,983771.2727,198866.05,0.488,1
237.9069767,983771.2727,198866.05,0.488,1
237.9069767,983771.2727,198866.05,0.488,1
237.9069767,983771.2727,198866.05,0.488,1
237.9069767,983771.2727,198866.05,0.488,1
237.9069767,983771.2727,198866.05,0.488,1
237.9069767,983771.2727,198866.05,0.488,1
237.9069767,983771.2727,198866.05,0.488,1
237.9069767,983771.2727,198866.05,0.488,1
237.9069767,983771.2727,198866.05,0.488,1
237.9069767,983771.2727,198866.05,0.488,1
237.9069767,983771.2727,198866.05,0.488,1
238.0697674,1036820.595,181475.9275,0.465,1
238.0697674,1036820.595,181475.9275,0.465,1
238.0697674,1036820.595,181475.9275,0.465,1
238.0697674,1036820.595,181475.9275,0.465,1
